,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
798,798,798,798,798,799,1,1,0.903,0.097,0.125192802057,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
799,799,799,799,799,800,0,1,0.632,0.368,0.130334190231,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.198992805755,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,0,no_image.jpg,,
800,800,800,800,800,801,0,0,0.213,0.787,0.134447300771,-0.305927994791,0,-0.317271457559,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0468227424749,0,no_image.jpg,,
801,801,801,801,801,802,1,1,0.987,0.013,0.135989717224,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.489578622816,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
802,802,802,802,802,803,1,1,0.744,0.256,0.136503856041,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.34470709147,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
803,803,803,803,803,804,1,1,0.757,0.243,0.137532133676,-0.229592116928,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
804,804,804,804,804,805,1,1,0.994,0.006,0.138046272494,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
805,805,805,805,805,806,1,1,0.795,0.205,0.137017994859,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665552,1,Nan.jpeg,,
806,806,806,806,806,807,1,1,0.702,0.298,0.138560411311,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
807,807,807,807,807,808,1,1,0.986,0.014,0.139588688946,-0.305927994791,0,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.136375039451,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
808,808,808,808,808,809,1,1,0.784,0.216,0.139074550129,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.276135662898,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
809,809,809,809,809,810,1,1,0.748,0.252,0.141645244216,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.0379498426006,0,1,0,0,0,,,,1.0,1,0,,0,0,0,0.0200668896321,1,Nissa_Nissa.jpeg,,
810,810,810,810,810,811,1,1,0.983,0.017,0.141131105398,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
811,811,811,811,811,812,1,1,0.78,0.22,0.142673521851,-0.0616531856303,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
812,812,812,812,812,813,1,1,0.999,0.001,0.143701799486,-0.305927994791,0,-0.214707354995,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.583864337102,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
813,813,813,813,813,814,1,1,0.998,0.002,0.145244215938,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080268,1,no_image.jpg,,
814,814,814,814,814,815,1,1,0.998,0.002,0.148329048843,-0.290660819218,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
815,815,815,815,815,816,1,1,0.715,0.285,0.144215938303,0.323842997576,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.127090301003,1,no_image.jpg,,
816,816,816,816,816,817,1,1,0.996,0.004,0.150899742931,-0.290660819218,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
817,817,817,817,817,818,0,0,0.237,0.763,0.151413881748,0.0490338372704,1,-0.3429124832,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976589,0,no_image.jpg,,
818,818,818,818,818,819,1,1,0.99,0.01,0.151928020566,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
819,819,819,819,819,820,1,1,0.998,0.002,0.152442159383,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.583864337102,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
820,820,820,820,820,821,1,1,0.984,0.016,0.153470437018,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
821,821,821,821,821,822,0,1,0.719,0.281,0.152956298201,-0.305927994791,1,0.0417029014151,220.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,79.0,0,0,0,0.0133779264214,0,no_image.jpg,,
822,822,822,822,822,823,0,1,0.934,0.066,0.15706940874,0.526133073912,1,0.0417029014151,,161.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0210071942446,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0234113712375,0,no_image.jpg,,
823,823,823,823,823,824,1,1,0.925,0.075,0.153984575835,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.20470709147,0.431650630002,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.127090301003,1,no_image.jpg,,
824,824,824,824,824,825,1,1,0.988,0.012,0.15912596401,-0.305927994791,1,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
825,825,825,825,825,826,1,1,0.984,0.016,0.16118251928,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.313278520041,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
826,826,826,826,826,827,0,1,0.774,0.226,0.160668380463,-0.305927994791,1,-0.317271457559,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0802675585284,0,Orell.jpeg,,
827,827,827,827,827,828,0,1,0.822,0.178,0.162210796915,0.526133073912,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,0,no_image.jpg,,
828,828,828,828,828,829,1,1,0.757,0.243,0.162724935733,-0.179973796317,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
829,829,829,829,829,830,1,1,0.822,0.178,0.16323907455,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.26470709147,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
830,830,830,830,830,831,1,1,0.986,0.014,0.164781491003,-0.305927994791,1,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
831,831,831,831,831,832,1,0,0.497,0.503,0.164267352185,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.28470709147,-0.0722863778718,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
832,832,832,832,832,833,1,1,0.786,0.214,0.169922879177,0.522316280019,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.578150051387,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
833,833,833,833,833,834,1,1,0.988,0.012,0.17146529563,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0732785200411,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
834,834,834,834,834,835,1,1,0.822,0.178,0.173007712082,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.316135662898,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,Oswyn.jpeg,,
835,835,835,835,835,836,0,0,0.073,0.927,0.174550128535,-0.305927994791,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.056856187291,0,Othor.jpeg,,
836,836,836,836,836,837,1,1,0.804,0.196,0.175064267352,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
837,837,837,837,837,838,1,1,0.979,0.021,0.176092544987,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
838,838,838,838,838,839,1,1,0.982,0.018,0.17763496144,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
839,839,839,839,839,840,1,0,0.315,0.685,0.177120822622,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0367892976589,1,no_image.jpg,,
840,840,840,840,840,841,1,1,0.883,0.117,0.178149100257,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.161007194245,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
841,841,841,841,841,842,1,1,0.829,0.171,0.17969151671,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,1,0,,,,,0,0,,1,1,0,0.0200668896321,1,no_image.jpg,,
842,842,842,842,842,843,1,1,0.813,0.187,0.182776349614,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
843,843,843,843,843,844,1,1,0.783,0.217,0.181748071979,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
844,844,844,844,844,845,1,1,0.793,0.207,0.181233933162,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
845,845,845,845,845,846,0,1,0.712,0.288,0.183290488432,-0.305927994791,0,0.0417029014151,,209.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,0,no_image.jpg,,
846,846,846,846,846,847,0,0,0.047,0.953,0.182262210797,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
847,847,847,847,847,848,1,1,0.712,0.288,0.183804627249,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
848,848,848,848,848,849,1,1,0.968,0.032,0.184318766067,-0.305927994791,1,0.0417029014151,161.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0133779264214,0,no_image.jpg,,
849,849,849,849,849,850,1,1,0.993,0.007,0.187917737789,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
850,850,850,850,850,851,1,0,0.198,0.802,0.187403598972,-0.305927994791,0,0.0417029014151,281.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.34470709147,-0.0722863778718,0,0,1,0,1,,,,,0,0,24.0,0,0,0,0.1872909699,1,Penny.jpeg,,
851,851,851,851,851,852,1,1,0.988,0.012,0.189460154242,-0.305927994791,1,-0.368553508841,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.509578622816,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
852,852,852,852,852,853,1,1,0.786,0.214,0.190488431877,-0.179973796317,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
853,853,853,853,853,854,1,1,0.737,0.263,0.191002570694,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0275642343268,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
854,854,854,854,854,855,1,1,0.972,0.028,0.194087403599,-0.286844025325,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.55529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,no_image.jpg,,
855,855,855,855,855,856,1,1,0.982,0.018,0.195115681234,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
856,856,856,856,856,857,1,1,0.813,0.187,0.195629820051,0.659720860171,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.618150051387,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
857,857,857,857,857,858,1,1,0.917,0.083,0.197172236504,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.538150051387,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
858,858,858,858,858,859,1,0,0.205,0.795,0.197686375321,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
859,859,859,859,859,860,1,1,0.988,0.012,0.198200514139,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
860,860,860,860,860,861,0,1,0.532,0.468,0.198714652956,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0161356628983,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,0,no_image.jpg,,
861,861,861,861,861,862,0,0,0.358,0.642,0.199228791774,-0.305927994791,1,-0.00957914986692,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448161,0,no_image.jpg,,
862,862,862,862,862,863,0,1,0.759,0.241,0.199742930591,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080268,0,no_image.jpg,,
863,863,863,863,863,864,1,1,0.983,0.017,0.201285347044,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
864,864,864,864,864,865,1,1,0.796,0.204,0.201799485861,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
865,865,865,865,865,866,1,1,0.83,0.17,0.202313624679,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.601007194245,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
866,866,866,866,866,867,1,1,0.926,0.074,0.205398457584,0.323842997576,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
867,867,867,867,867,868,1,1,0.998,0.002,0.208483290488,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
868,868,868,868,868,869,1,0,0.487,0.513,0.206426735219,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.146721479959,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
869,869,869,869,869,870,1,1,0.705,0.295,0.205912596401,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.233278520041,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
870,870,870,870,870,871,1,1,0.955,0.045,0.207455012853,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.107564234327,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
871,871,871,871,871,872,1,1,0.986,0.014,0.206940874036,-0.305927994791,1,-0.214707354995,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
872,872,872,872,872,873,1,1,0.719,0.281,0.210539845758,0.652087272385,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
873,873,873,873,873,874,1,1,0.99,0.01,0.213624678663,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.169578622816,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
874,874,874,874,874,875,0,0,0.16,0.84,0.212082262211,-0.305927994791,0,-0.3429124832,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344482,0,no_image.jpg,,
875,875,875,875,875,876,1,0,0.222,0.778,-0.48971722365,0.12155292124,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0218499486125,-0.0407903148797,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.163879598662,1,no_image.jpg,,
876,876,876,876,876,877,1,1,0.7,0.3,-0.48766066838,0.526133073912,1,0.272472132184,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.329578622816,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0301003344482,1,no_image.jpg,,
877,877,877,877,877,878,1,1,0.76,0.24,-0.487146529563,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.0334448160535,1,no_image.jpg,,
878,878,878,878,878,879,1,1,0.955,0.045,-0.480976863753,0.518499486125,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.578150051387,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
879,879,879,879,879,880,0,1,0.933,0.067,-0.479948586118,0.526133073912,1,-0.240348380636,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.287564234327,-0.0722863778718,0,1,1,0,0,,,,,0,1,,0,0,0,0.0200668896321,0,no_image.jpg,,
880,880,880,880,880,881,1,1,0.693,0.307,-0.477377892031,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
881,881,881,881,881,882,1,1,0.826,0.174,-0.477892030848,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0732785200411,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0334448160535,1,Albar_Royce.png,,
882,882,882,882,882,883,1,1,0.979,0.021,-0.474293059126,-0.237225704714,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.127564234327,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
883,883,883,883,883,884,1,1,0.607,0.393,-0.476349614396,-0.241042498607,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.301007194245,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.066889632107,1,no_image.jpg,,
884,884,884,884,884,885,1,1,0.817,0.183,-0.474807197943,-0.305927994791,0,0.0417029014151,265.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,40.0,0,0,0,0.14381270903,1,no_image.jpg,,
885,885,885,885,885,886,1,1,0.724,0.276,-0.473264781491,-0.305927994791,1,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0324357656732,-0.0722863778718,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.0802675585284,1,no_image.jpg,,
886,886,886,886,886,887,0,1,0.771,0.229,-0.468637532134,0.0986521578811,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0961356628983,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0635451505017,0,no_image.jpg,,
887,887,887,887,887,888,0,0,0.161,0.839,-0.469151670951,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.589578622816,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0434782608696,0,no_image.jpg,,
888,888,888,888,888,889,1,1,0.969,0.031,-0.470179948586,-0.305927994791,0,0.0417029014151,286.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.20470709147,-0.0722863778718,0,0,1,1,1,,,,,0,0,19.0,0,0,0,0.150501672241,1,no_image.jpg,,
889,889,889,889,889,890,0,0,0.114,0.886,-0.464524421594,0.152087272385,1,0.0417029014151,,211.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.412435765673,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0401337792642,0,no_image.jpg,,
890,890,890,890,890,891,1,1,0.899,0.101,-0.466066838046,0.094835363988,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.25529290853,-0.0722863778718,0,0,1,1,1,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,,
891,891,891,891,891,892,1,1,0.981,0.019,-0.464010282776,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.39529290853,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.0602006688963,1,no_image.jpg,,
892,892,892,892,892,893,1,1,0.733,0.267,-0.465038560411,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.561007194245,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
893,893,893,893,893,894,1,1,0.691,0.309,-0.463496143959,0.526133073912,1,0.272472132184,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.329578622816,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
894,894,894,894,894,895,1,1,0.523,0.477,-0.461439588689,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.12470709147,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
895,895,895,895,895,896,1,1,0.813,0.187,-0.462982005141,-0.305927994791,1,0.0417029014151,295.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,10.0,0,0,0,0.137123745819,1,no_image.jpg,,
